year,round,race_date,race_name,circuit,circuit_id,has_sprint,driver,driver_full_name,driver_code,driver_id,driver_number,driver_nationality,constructor,constructor_id,constructor_nationality,grid_position,quali_position,quali_time,final_position,points,laps,status,race_time,fastest_lap_time,fastest_lap_rank,position_change,quali_to_race_change,scored_points,finished
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,7,7,1:30.700,5,10,57,Finished,3.500,1:32.712,14,2,2,True,True
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Sainz,Name Sainz,SAI,sainz,55,International,Williams,williams,International,8,8,1:30.800,6,8,57,Finished,4.000,1:33.719,10,2,2,True,True
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Hamilton,Name Hamilton,HAM,hamilton,44,International,Ferrari,ferrari,International,3,3,1:30.300,7,6,57,Finished,4.500,1:33.018,13,-4,-4,True,True
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,9,9,1:30.900,8,4,57,Finished,5.000,1:33.140,7,1,1,True,True
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,6,6,1:30.600,9,2,57,Finished,5.500,1:32.566,16,-3,-3,True,True
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,11,11,1:31.100,10,1,57,Finished,6.000,1:33.847,12,1,1,True,True
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Doohan,Name Doohan,DOO,doohan,7,International,Alpine F1 Team,alpinef1team,International,14,14,1:31.400,11,0,57,Finished,6.500,1:33.613,17,3,3,False,True
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,10,10,1:31.000,12,0,57,Finished,7.000,1:33.770,19,-2,-2,False,True
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Antonelli,Name Antonelli,ANT,antonelli,12,International,Mercedes,mercedes,International,13,13,1:31.300,13,0,57,Finished,7.500,1:32.669,11,0,0,False,True
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Bearman,Name Bearman,BEA,bearman,87,International,Haas F1 Team,haasf1team,International,16,16,1:31.600,14,0,57,Finished,8.000,1:33.563,15,2,2,False,True
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,RB,rb,International,18,18,1:31.800,15,0,57,Finished,8.500,1:32.109,12,3,3,False,True
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Sauber,sauber,International,12,12,1:31.200,16,0,57,Finished,9.000,1:32.680,6,-4,-4,False,True
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Bortoleto,Name Bortoleto,BOR,bortoleto,5,International,Sauber,sauber,International,20,20,1:32.000,17,0,57,Finished,9.500,1:33.932,11,3,3,False,True
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,19,19,1:31.900,18,0,57,Finished,10.000,1:32.226,7,1,1,False,True
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Ocon,Name Ocon,OCO,ocon,31,International,Haas F1 Team,haasf1team,International,15,15,1:31.500,99,0,26,Hydraulics,N/A,1:33.758,N/A,-84,-84,False,False
2025,2,2025-03-23,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Hadjar,Name Hadjar,HAD,hadjar,37,International,RB,rb,International,17,17,1:31.700,99,0,32,Engine,N/A,1:33.193,N/A,-82,-82,False,False
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,2,2,1:30.200,1,25,57,Finished,1.500,1:33.108,1,1,1,True,True
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,4,4,1:30.400,2,18,57,Finished,2.000,1:33.079,13,2,2,True,True
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,1,1,1:30.100,3,15,57,Finished,2.500,1:33.485,14,-2,-2,True,True
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,3,3,1:30.300,4,12,57,Finished,3.000,1:32.600,5,-1,-1,True,True
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,6,6,1:30.600,5,10,57,Finished,3.500,1:32.318,5,1,1,True,True
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,7,7,1:30.700,6,8,57,Finished,4.000,1:32.136,16,1,1,True,True
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Hamilton,Name Hamilton,HAM,hamilton,44,International,Ferrari,ferrari,International,9,9,1:30.900,7,6,57,Finished,4.500,1:32.446,6,2,2,True,True
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Sauber,sauber,International,14,14,1:31.400,8,4,57,Finished,5.000,1:33.429,1,6,6,True,True
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,10,10,1:31.000,9,2,57,Finished,5.500,1:32.947,13,1,1,True,True
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Ocon,Name Ocon,OCO,ocon,31,International,Haas F1 Team,haasf1team,International,12,12,1:31.200,10,1,57,Finished,6.000,1:32.556,14,2,2,True,True
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,RB,rb,International,17,17,1:31.700,11,0,57,Finished,6.500,1:32.505,19,6,6,False,True
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Sainz,Name Sainz,SAI,sainz,55,International,Williams,williams,International,11,11,1:31.100,12,0,57,Finished,7.000,1:33.137,5,-1,-1,False,True
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Antonelli,Name Antonelli,ANT,antonelli,12,International,Mercedes,mercedes,International,13,13,1:31.300,13,0,57,Finished,7.500,1:33.243,2,0,0,False,True
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,15,15,1:31.500,14,0,57,Finished,8.000,1:33.762,5,1,1,False,True
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Bearman,Name Bearman,BEA,bearman,87,International,Haas F1 Team,haasf1team,International,19,19,1:31.900,15,0,57,Finished,8.500,1:32.046,15,4,4,False,True
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Doohan,Name Doohan,DOO,doohan,7,International,Alpine F1 Team,alpinef1team,International,18,18,1:31.800,16,0,57,Finished,9.000,1:32.566,13,2,2,False,True
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Lawson,Name Lawson,LAW,lawson,30,International,Red Bull,redbull,International,5,5,1:30.500,99,0,33,Engine,N/A,1:33.118,N/A,-94,-94,False,False
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Hadjar,Name Hadjar,HAD,hadjar,37,International,RB,rb,International,8,8,1:30.800,99,0,38,Gearbox,N/A,1:32.527,N/A,-91,-91,False,False
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,16,16,1:31.600,99,0,30,Collision,N/A,1:32.110,N/A,-83,-83,False,False
2025,3,2025-03-30,Australian Grand Prix,Australian Circuit,albert_park,True,Bortoleto,Name Bortoleto,BOR,bortoleto,5,International,Sauber,sauber,International,20,20,1:32.000,99,0,27,Engine,N/A,1:33.487,N/A,-79,-79,False,False
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Lawson,Name Lawson,LAW,lawson,30,International,Red Bull,redbull,International,3,3,1:30.300,1,25,57,Finished,1.500,1:33.486,12,2,2,True,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,5,5,1:30.500,2,18,57,Finished,2.000,1:33.820,2,3,3,True,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Hamilton,Name Hamilton,HAM,hamilton,44,International,Ferrari,ferrari,International,2,2,1:30.200,3,15,57,Finished,2.500,1:33.426,20,-1,-1,True,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,1,1,1:30.100,4,12,57,Finished,3.000,1:32.999,16,-3,-3,True,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,9,9,1:30.900,5,10,57,Finished,3.500,1:33.294,5,4,4,True,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,4,4,1:30.400,6,8,57,Finished,4.000,1:33.369,2,-2,-2,True,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Hadjar,Name Hadjar,HAD,hadjar,37,International,RB,rb,International,8,8,1:30.800,7,6,57,Finished,4.500,1:33.293,5,1,1,True,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Sauber,sauber,International,12,12,1:31.200,8,4,57,Finished,5.000,1:33.171,4,4,4,True,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Antonelli,Name Antonelli,ANT,antonelli,12,International,Mercedes,mercedes,International,6,6,1:30.600,9,2,57,Finished,5.500,1:33.051,16,-3,-3,True,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Bortoleto,Name Bortoleto,BOR,bortoleto,5,International,Sauber,sauber,International,13,13,1:31.300,10,1,57,Finished,6.000,1:33.258,6,3,3,True,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,11,11,1:31.100,11,0,57,Finished,6.500,1:33.206,9,0,0,False,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,15,15,1:31.500,12,0,57,Finished,7.000,1:33.676,4,3,3,False,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,7,7,1:30.700,13,0,57,Finished,7.500,1:32.225,17,-6,-6,False,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,RB,rb,International,14,14,1:31.400,14,0,57,Finished,8.000,1:33.424,1,0,0,False,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Ocon,Name Ocon,OCO,ocon,31,International,Haas F1 Team,haasf1team,International,18,18,1:31.800,15,0,57,Finished,8.500,1:33.260,13,3,3,False,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,16,16,1:31.600,16,0,57,Finished,9.000,1:32.144,19,0,0,False,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Doohan,Name Doohan,DOO,doohan,7,International,Alpine F1 Team,alpinef1team,International,17,17,1:31.700,17,0,57,Finished,9.500,1:33.012,13,0,0,False,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Bearman,Name Bearman,BEA,bearman,87,International,Haas F1 Team,haasf1team,International,20,20,1:32.000,18,0,57,Finished,10.000,1:33.425,12,2,2,False,True
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Sainz,Name Sainz,SAI,sainz,55,International,Williams,williams,International,10,10,1:31.000,99,0,45,Hydraulics,N/A,1:32.919,N/A,-89,-89,False,False
2025,4,2025-04-06,Japanese Grand Prix,Japanese Circuit,suzuka,False,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,19,19,1:31.900,99,0,21,Gearbox,N/A,1:33.078,N/A,-80,-80,False,False
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Hamilton,Name Hamilton,HAM,hamilton,44,International,Ferrari,ferrari,International,2,2,1:30.200,1,25,57,Finished,1.500,1:33.416,20,1,1,True,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,1,1,1:30.100,2,18,57,Finished,2.000,1:32.349,16,-1,-1,True,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Sainz,Name Sainz,SAI,sainz,55,International,Williams,williams,International,9,9,1:30.900,3,15,57,Finished,2.500,1:33.274,7,6,6,True,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,3,3,1:30.300,4,12,57,Finished,3.000,1:33.378,14,-1,-1,True,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Ocon,Name Ocon,OCO,ocon,31,International,Haas F1 Team,haasf1team,International,13,13,1:31.300,5,10,57,Finished,3.500,1:33.639,2,8,8,True,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Antonelli,Name Antonelli,ANT,antonelli,12,International,Mercedes,mercedes,International,5,5,1:30.500,6,8,57,Finished,4.000,1:33.659,9,-1,-1,True,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,4,4,1:30.400,7,6,57,Finished,4.500,1:32.642,2,-3,-3,True,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,RB,rb,International,6,6,1:30.600,8,4,57,Finished,5.000,1:32.356,15,-2,-2,True,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Lawson,Name Lawson,LAW,lawson,30,International,Red Bull,redbull,International,16,16,1:31.600,9,2,57,Finished,5.500,1:32.044,1,7,7,True,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Doohan,Name Doohan,DOO,doohan,7,International,Alpine F1 Team,alpinef1team,International,8,8,1:30.800,10,1,57,Finished,6.000,1:33.013,19,-2,-2,True,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Hadjar,Name Hadjar,HAD,hadjar,37,International,RB,rb,International,14,14,1:31.400,11,0,57,Finished,6.500,1:32.186,6,3,3,False,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,7,7,1:30.700,12,0,57,Finished,7.000,1:33.982,4,-5,-5,False,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Bearman,Name Bearman,BEA,bearman,87,International,Haas F1 Team,haasf1team,International,20,20,1:32.000,13,0,57,Finished,7.500,1:33.577,20,7,7,False,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,10,10,1:31.000,14,0,57,Finished,8.000,1:32.295,14,-4,-4,False,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Bortoleto,Name Bortoleto,BOR,bortoleto,5,International,Sauber,sauber,International,19,19,1:31.900,15,0,57,Finished,8.500,1:32.757,14,4,4,False,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,18,18,1:31.800,16,0,57,Finished,9.000,1:32.783,20,2,2,False,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Sauber,sauber,International,11,11,1:31.100,17,0,57,Finished,9.500,1:33.773,18,-6,-6,False,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,17,17,1:31.700,18,0,57,Finished,10.000,1:33.653,8,-1,-1,False,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,15,15,1:31.500,19,0,57,Finished,10.500,1:32.130,10,-4,-4,False,True
2025,5,2025-04-20,Chinese Grand Prix,Chinese Circuit,shanghai,False,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,12,12,1:31.200,20,0,57,Finished,11.000,1:32.205,10,-8,-8,False,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,1,1,1:30.100,1,25,57,Finished,1.500,1:32.787,10,0,0,True,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Antonelli,Name Antonelli,ANT,antonelli,12,International,Mercedes,mercedes,International,2,2,1:30.200,2,18,57,Finished,2.000,1:33.571,14,0,0,True,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Ocon,Name Ocon,OCO,ocon,31,International,Haas F1 Team,haasf1team,International,9,9,1:30.900,3,15,57,Finished,2.500,1:32.969,4,6,6,True,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,5,5,1:30.500,4,12,57,Finished,3.000,1:32.756,7,1,1,True,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Bearman,Name Bearman,BEA,bearman,87,International,Haas F1 Team,haasf1team,International,8,8,1:30.800,5,10,57,Finished,3.500,1:32.078,20,3,3,True,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,7,7,1:30.700,6,8,57,Finished,4.000,1:32.652,5,1,1,True,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,4,4,1:30.400,7,6,57,Finished,4.500,1:32.139,4,-3,-3,True,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Hamilton,Name Hamilton,HAM,hamilton,44,International,Ferrari,ferrari,International,6,6,1:30.600,8,4,57,Finished,5.000,1:32.662,13,-2,-2,True,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,10,10,1:31.000,9,2,57,Finished,5.500,1:33.603,2,1,1,True,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Lawson,Name Lawson,LAW,lawson,30,International,Red Bull,redbull,International,14,14,1:31.400,10,1,57,Finished,6.000,1:32.171,13,4,4,True,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,3,3,1:30.300,11,0,57,Finished,6.500,1:33.449,8,-8,-8,False,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,16,16,1:31.600,12,0,57,Finished,7.000,1:32.818,13,4,4,False,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Doohan,Name Doohan,DOO,doohan,7,International,Alpine F1 Team,alpinef1team,International,13,13,1:31.300,13,0,57,Finished,7.500,1:32.250,17,0,0,False,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,11,11,1:31.100,14,0,57,Finished,8.000,1:32.393,13,-3,-3,False,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Hadjar,Name Hadjar,HAD,hadjar,37,International,RB,rb,International,12,12,1:31.200,15,0,57,Finished,8.500,1:33.906,9,-3,-3,False,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,19,19,1:31.900,16,0,57,Finished,9.000,1:32.705,1,3,3,False,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Sainz,Name Sainz,SAI,sainz,55,International,Williams,williams,International,15,15,1:31.500,17,0,57,Finished,9.500,1:33.608,12,-2,-2,False,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,RB,rb,International,18,18,1:31.800,18,0,57,Finished,10.000,1:32.429,1,0,0,False,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Bortoleto,Name Bortoleto,BOR,bortoleto,5,International,Sauber,sauber,International,17,17,1:31.700,19,0,57,Finished,10.500,1:32.512,5,-2,-2,False,True
2025,6,2025-05-04,Miami Grand Prix,Miami Circuit,miami,True,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Sauber,sauber,International,20,20,1:32.000,99,0,37,Gearbox,N/A,1:33.693,N/A,-79,-79,False,False
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Hamilton,Name Hamilton,HAM,hamilton,44,International,Ferrari,ferrari,International,3,3,1:30.300,1,25,57,Finished,1.500,1:33.016,15,2,2,True,True
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,1,1,1:30.100,2,18,57,Finished,2.000,1:32.191,16,-1,-1,True,True
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,2,2,1:30.200,3,15,57,Finished,2.500,1:33.476,5,-1,-1,True,True
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Lawson,Name Lawson,LAW,lawson,30,International,Red Bull,redbull,International,6,6,1:30.600,4,12,57,Finished,3.000,1:33.409,4,2,2,True,True
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,11,11,1:31.100,5,10,57,Finished,3.500,1:33.628,7,6,6,True,True
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Bearman,Name Bearman,BEA,bearman,87,International,Haas F1 Team,haasf1team,International,9,9,1:30.900,6,8,57,Finished,4.000,1:32.131,10,3,3,True,True
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,5,5,1:30.500,7,6,57,Finished,4.500,1:33.637,20,-2,-2,True,True
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,8,8,1:30.800,8,4,57,Finished,5.000,1:32.753,3,0,0,True,True
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Antonelli,Name Antonelli,ANT,antonelli,12,International,Mercedes,mercedes,International,7,7,1:30.700,9,2,57,Finished,5.500,1:33.852,1,-2,-2,True,True
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Doohan,Name Doohan,DOO,doohan,7,International,Alpine F1 Team,alpinef1team,International,10,10,1:31.000,10,1,57,Finished,6.000,1:32.066,2,0,0,True,True
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,12,12,1:31.200,11,0,57,Finished,6.500,1:33.965,3,1,1,False,True
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Hadjar,Name Hadjar,HAD,hadjar,37,International,RB,rb,International,16,16,1:31.600,12,0,57,Finished,7.000,1:33.568,20,4,4,False,True
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,15,15,1:31.500,13,0,57,Finished,7.500,1:33.018,6,2,2,False,True
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Sainz,Name Sainz,SAI,sainz,55,International,Williams,williams,International,13,13,1:31.300,14,0,57,Finished,8.000,1:32.722,12,-1,-1,False,True
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Bortoleto,Name Bortoleto,BOR,bortoleto,5,International,Sauber,sauber,International,14,14,1:31.400,15,0,57,Finished,8.500,1:33.565,19,-1,-1,False,True
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Ocon,Name Ocon,OCO,ocon,31,International,Haas F1 Team,haasf1team,International,17,17,1:31.700,16,0,57,Finished,9.000,1:32.869,4,1,1,False,True
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,4,4,1:30.400,99,0,50,Hydraulics,N/A,1:33.947,N/A,-95,-95,False,False
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,RB,rb,International,18,18,1:31.800,99,0,24,Gearbox,N/A,1:32.818,N/A,-81,-81,False,False
2025,7,2025-05-18,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,19,19,1:31.900,99,0,39,Hydraulics,N/A,1:32.982,N/A,-80,-80,False,False
